조사지역,조사기관,1위 후보,1위 지지율(%),2위 후보,2위 지지율(%),격차(%p),링크,제목,본문내용
,KIR,이재명,63.7,민주,50.5,13.2,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4981596&exception_mode=recommend&search_head=100&page=6,KIR : 이재명 63.7% 민주 50.5% 국힘 28.7%,조사개요는 첨부된 그래픽에 적혀있으니 참고 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다. - dc official App
,토마토,이재명,67.3,민주,55.2,12.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4981595&exception_mode=recommend&search_head=100&page=6,토마토 : 이재명 67.3% 민주 55.2% 국힘 24%,"밑은 민주당 당대표 가상대결 이번 조사는 미디어토마토가 뉴스토마토 의뢰로 지난 6일부터 7일까지 이틀간 만 18세 이상 전국 성인남녀 1035명을 대상으로 실시됐으며, 표본오차는 95% 신뢰수준에 ±3.0%포인트입니다. ARS(RDD) 무선전화 방식으로 진행됐으며, 응답률은 2.7%입니다. 그 밖의 자세한 조사 개요와 결과는 중앙선거여론조사심의위원회 홈페이지를 참조하면 됩니다. - dc official App"
충남,조원C&I,민주,50.1,국힘,34.2,15.9,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4981588&exception_mode=recommend&search_head=100&page=6,조원C&I : 충남 민주 50.1% 국힘 34.2%,"민주당 지지층으로 국한하면 양승조 51.7% vs 박수현 38.0%로, 당내 지지층에서도 양 전 지사의 우위가 확인됐다. 이번 조사는 스트레이트뉴스 의뢰로 조원씨앤아이가 2026년 4월 6~7일 2일간 충청남도 거주 18세 이상 남녀 대상으로 ARS 여론조사(휴대전화 가상번호 100%, 성, 연령대, 지역별 비례할당 무작위 추출)를 실시한 결과다. 표본수는 802명(총 통화시도 9742명, 응답률 8.2%), 표본오차는 95% 신뢰수준에 ±5.1%p다. 그 밖의 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다. - dc official App"
경북도지사,리얼미터,이철우,57.9,오중기,30.5,27.4,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4980860&exception_mode=recommend&search_head=100&page=6,리얼미터 : 경북도지사 오중기 30.5% v 이철우 57.9%,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
경기 의왕시 李 68%,조원C&I,민주,57.8,국힘,27.9,29.9,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4980468&exception_mode=recommend&search_head=100&page=6,조원C&I : 경기 의왕시 李 68% 민주 57.8% 국힘 27.9%,"정당 지지도별로도 전반적으로 접전 흐름이 이어졌다. 민주당 지지층에서 정순욱 전 비서실장 41.0%, 오동현 전 장관정책보좌관 32.8%로 오차범위 내 접전이다. 국민의힘 지지층 역시 정순욱 전 비서실장 10.3%, 오동현 전 장관정책보좌관 17.2%로 오차범위 내 경쟁 구도였다. 이념 성향별로 보면 진보층(정순욱 전 비서실장 40.4%, 오동현 전 장관정책보좌관 32.8%), 중도층(29.9%, 26.4%), 보수층(13.5%, 17.6%) 모두 오차범위 내에 머물렀다. 정당 지지도별로 보면 국민의힘 지지층에서 김성제 시장이 61.9%로 가장 높았고 김진숙 부위원장 15.5%, 김태춘 전 정책관 8.1%로 나타났다. 민주당 지지층에서도 김성제 시장이 31.8%로 가장 높았으며 김진숙 6.6%과 김태춘 7.6%은 서로 오차범위 내에 머물렀다. 이념 성향별로 보면 진보층(김성제 34.1%, 김진숙 3.9%, 김태춘 7.0%), 중도층(43.5%, 10.5%, 8.2%), 보수층(54.7%, 15.6%, 6.9%) 모두에서 김성제 시장이 오차범위 밖 선두를 기록했다. 이번 조사는 경기일보 의뢰로 조원씨앤아이가 2026년 4월5~6일 2일간 경기도 의왕시 거주 18세 이상 남녀 대상으로 ARS 여론조사(휴대전화 가상번호 100%, 성, 연령대, 지역별 비례할당 무작위 추출)를 실시한 결과이며 표본수는 500명(총 통화 시도 6천366명·응답률 7.9%), 표본오차는 95% 신뢰수준에 ±4.4%포인트임. 그 밖의 사항은 중앙선거여론조사심의위원회 홈페이지 참조. ※가중치 부여 방식: 성별, 연령별, 지역별 가중값 부여(2026년 3월 말 행정안전부 발표 주민등록인구 기준) - dc official App"
,펜앤마-공정,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4980031&exception_mode=recommend&search_head=100&page=6,펜앤마-공정 : 서울시장,"펜앤마이크가 여론조사 전문기관 여론조사공정(주)에 의뢰해 지난 6일과 7일 이틀간 서울에 거주하는 만18세 이상 남녀 802명을 대상으로 구조화된 설문지를 이용한 무선 ARS 전화조사(100%)로 응답률은 전체 5.4%, 표본오차는 95% 신뢰수준에 ±3.5%p다. 성, 연령, 지역별 인구비례에 따른 할당 추출로 올해 3월말 행정안전부 주민등록인구통계 기준 국가 인구통계에 따른 성, 연령, 지역별 가중치가 부여됐다(림가중). 보다 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다. - dc official App"
,KSOI,이재명,63.4,민주,50.6,12.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4978588&exception_mode=recommend&search_head=100&page=6,KSOI : 이재명 63.4% 민주 50.6% 국힘 23.2%,조사개요는 첨부된 사진에서 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참고바람
,조원C&I,이재명,66.1,민주,54.3,11.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4978470&exception_mode=recommend&search_head=100&page=6,조원C&I : 이재명 66.1% 민주 54.3% 국힘 29.4%,"이번 조사는 스트레이트뉴스 의뢰로 조원씨앤아이가 2026년 4월 4~6일 3일간 전국 만 18세 이상 남녀 대상으로 ARS 여론조사(휴대전화 100% RDD 방식, 성, 연령대, 지역별 비례할당 무작위 추출)를 실시한 결과다. 표본수는 2000명(총 통화시도 5만3122명, 응답률 3.8%), 표본오차는 95% 신뢰수준에 ±2.2%포인트(p)다. 그 밖의 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다. - dc official App"
제주 李 80%,코리아리서치,민주,63.0,국힘,18.0,45.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4974291&exception_mode=recommend&search_head=100&page=6,코리아리서치 : 제주 李 80% 민주 63% 국힘 18%,"이번 조사는 제주일보를 비롯해 제주MBC, 제주CBS, 제주의소리, 제주투데이 등 제주언론 5사가 여론조사 전문기관인 ㈜코리아리서치인터내셔널에 의뢰해 4월 4~5일 이틀간 제주도에 거주하는 18세 이상 남여 800명을 대상으로 실시됐다. 국내 통신 3사가 제공하는 휴대전화 가상(안심)번호 100%를 이용한 무선 전화면접조사로 진행됐다. 2026년 3월 말 행정안전부 주민등록인구통계를 기준으로 성·연령·권역으로 층화된 가상번호를 무작위 추출해 피조사자를 할당하고, 성·연령·지역별 가중값(셀 가중)을 부여했다. 응답률은 18.6%(총 4301명과 통화해 그 중 800명 응답 완료), 표본오차는 95% 신뢰수준에서 ±3.5%p다. 그 밖의 사항은 중앙선거여론조사심의위원회 홈페이지 참조."
전북도지사,미상,이원택,40.5,안호영,30.0,10.5,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4973384&exception_mode=recommend&search_head=100&page=6,전북도지사 이원택 40.5% 안호영 30%,"권역별로 보면 이원택 의원은 5권역(남원·임실·순창·완주·무주·진안·장수)을 제외한 전 권역에서 1위를 기록했다. 1권역(전주) 43.6%, 2권역(익산) 39.5%, 3권역(군산·김제·부안) 42.1%, 4권역(정읍·고창) 36.3%, 5권역 34.9%였다. 연령대별로 보면 이원택 의원은 70세 이상(29.9%)를 제외한 전 연령층(18~29세 43.8%, 30대 49.8%, 40대 37.2%, 50대 47.4%, 60대 39.5%)에서 1위에 올랐다. 안호영 전 위원장 18~29세 23.4%, 30대 25.1%, 40대 32.3%, 50대 27.5%, 60대 34.2%, 70세 이상 33.7%였다. 이번 여론조사는 인구비례에 따라 통신사로부터 받은 휴대전화 가상번호를 이용한 자동응답 조사(ARS) 방식으로 진행됐다. 올 3월 말 주민등록 인구통계를 기준으로 성·연령·지역별 비례 할당 후 무작위 추출로 표집했으며, 표본오차는 95% 신뢰수준에 최대 허용오차 ±3.1%p, 연결 대비 응답 비율은 13.2%였다. https://n.news.naver.com/article/421/0008872363?sid=162 [뉴스1전북 여론조사] 전북지사 적합도…이원택 40.5%, 안호영 30.0%6·3 지방선거를 2개월여 앞두고 실시한 전북지사 적합도 조사에서 이원택 더불어민주당 현 국회의원이 40.5%, 안호영 전 국회 기후에너지환경노동위원장이 30.0%의 지지를 받고 있는 것으로 나타났다. 뉴스1 전북취n.news.naver.com - dc official App"
경기 하남시,시그널앤펄스,민주,52.1,국힘,30.5,21.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4969205&exception_mode=recommend&search_head=100&page=6,"시그널앤펄스 : 경기 하남시 민주 52.1%, 국힘 30.5%",자세한 사항은 중앙선관위 여론조사심의위원회 홈페이지 참조-----------근데 가상대결이 없네;;
부산시장,에이스리서치,전재수,48.0,박형준,34.9,13.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4972359&exception_mode=recommend&search_head=100&page=6,"에이스리서치 : 부산시장, 전재수 48.0 vs 박형준 34.9",https://n.news.naver.com/article/082/0001374469?sid=100본 조사는 <부산일보> 의뢰로 (주)에이스리서치가 지난 3~4일 부산 지역 만 18세 이상 1004명을 대상으로 여론조사를 실시했다.사용된 피조사자 선정 방법은 통신 3사에서 제공 받은 무선 가상번호를 활용해 무선 자동응답(ARS) 조사로 진행했다.가중값 산출과 적용 방법은 지난 3월말 행정안전부 주민등록 인구통계 기준으로 셀가중을 부여했다.표본오차는 95% 신뢰수준에 ±3.1%포인트(P)다. 응답률은 7.0%로 기타 자세한 내용은 중앙선거여론조사심의위 홈페이지를 참고하면 된다.
,미상,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4973018&exception_mode=recommend&search_head=100&page=6,오늘자 여조꽃 조사,조사개요는 첨부된 사진에서 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참고바람
,리얼미터,이재명,61.2,민주,49.9,11.3,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4972927&exception_mode=recommend&search_head=100&page=7,리얼미터 : 이재명 61.2% 민주 49.9% 국힘 31.3%,
강원도지사,에이스리서치,우상호,51.2,김진태,37.3,13.9,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4972924&exception_mode=recommend&search_head=100&page=7,에이스리서치 : 강원도지사 우상호 51.2% v 김진태 37.3%,"[2026 지방선거 강원도지사 여론조사 개요]■ 의뢰기관 : 강원일보■ 조사기관 : (주)에이스리서치■ 조사지역 및 대상 : 강원특별자치도에 거주하는 만18세 이상 남녀 1,006명■ 조사기간 : 2026년 4월3일~4월4일■ 표본구성 : 무선 전화 가상번호 100%■ 표본추출 : 성별/연령대별/권역별 인구 구성비에 따른 비례할당 추출■ 표본오차 : 95%신뢰수준에서 ±3.1%포인트■ 응답률 : 7.3%(총 2만9,898명 통화시도 중 통화성공 1만3,726명, 응답완료 1,006명)■ 조사방법 : 구조화된 설문지를 이용한 자동응답(ARS)■ 가중값 산출 및 적용 : 성별/연령대별/권역별 가중 부여(2026년 3월 행정안전부 주민등록인구 기준, 셀 기준)■ 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조■권역별 구분- 춘천권 : 춘천시, 철원군, 화천군, 양구군- 원주권 : 원주시, 홍천군, 횡성군, 영월군, 평창군- 강릉·속초권 : 강릉시, 속초시, 인제군, 고성군, 양양군- 동해·삼척권 : 동해시, 태백시, 삼척시, 정선군"
대구 군위군 李 46.1%,리얼미터,국힘,77.2,민주,12.1,65.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4972423&exception_mode=recommend&search_head=100&page=7,리얼미터 : 대구 군위군 李 46.1% 국힘 77.2% 민주 12.1%,■대구시 군위군 지방선거 조사 개요 △의뢰: 영남일보 △조사기관: ㈜리얼미터 △조사 일시: 2026년 4월 2~3일(2일간) △대상: 대구시 군위군 지역에 거주하는 만 18세 이상 성인 남녀 552명 △조사방법: 구조화된 설문지를 이용한 자동응답(ARS) 조사 △피조사자 선정 방법: 무선 전화 가상번호(SKT·KT·LGU+ 이동통신사 제공 무선 가상번호) 100% △응답률: 27.2% △오차 보정 방법: 2026년 1월 말 행정안전부 주민등록 인구통계기준 림가중 방식으로 성별·연령대별·지역별 가중치 부여 △표본오차: 95% 신뢰수준에 ±4.2%포인트 △내용: 정당 지지도 및 군위군수 인물적합도 등 ※자세한 내용은 중앙선거여론조사심의위원회 홈페이지 참조.
부산,에이스리서치,이재명,57.2,-,0.0,57.2,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4972326&exception_mode=recommend&search_head=100&page=7,에이스리서치 : 부산 이재명 57.2%,"이재명 대통령의 직무수행에 대한 평가에서는 응답자의 57.2%가 ‘잘하고 있다’며 긍정적으로 평가했다. 이 가운데 ‘매우 잘하고 있다’는 42.9%, ‘다소 잘하고 있다’는 14.3%로 나타났다.‘잘 못한다’는 부정평가는 35.6%였으며, 세부적으로는 ‘다소 잘 못하고 있다’ 11%, ‘매우 잘 못하고 있다’ 24.5%였다. ‘잘 모르겠다’고 답한 비율은 7.2%였다.(중략)지지정당 별로는 더불어민주당 지지층의 95.9%가 긍정평가했고, 국민의힘 지지층은 15.9%만 ‘잘하고 있다’고 답변해 극명한 대조를 보였다. ‘지지하는 정당이 없다’고 답한 무당층에서는 47.1%가 긍정적으로, 32.6%가 부정적으로 평가했다.정치적 이념성향 별 긍정평가는 △보수 29.5% △중도 67.7% △진보 89.1% △기타 46.1%로 나타났다. 이번 지방선거에서 큰 변수로 작용할 수 있는 중도층의 긍정평가 비율이 높다는 점이 주목된다.본 여론조사는 〈부산일보〉 의뢰로 (주)에이스리서치가 지난 3~4일 부산 지역 만 18세 이상 1004명을 대상으로 실시했다. 통신 3사에서 제공 받은 무선 가상번호를 활용해 피조사자를 선정했고, 무선 자동응답(ARS) 방식으로 조사를 진행했다. 가중값 산출과 적용 방법은 지난 3월말 행정안전부 주민등록 인구통계 기준으로 셀가중을 부여했다. 표본오차는 95% 신뢰수준에 ±3.1%포인트(P)다. 응답률은 7.0%로 기타 자세한 내용은 중앙선거여론조사심의위 홈페이지를 참고하면 된다.https://n.news.naver.com/mnews/article/082/0001374471?sid=100 이 대통령 국정 지지율…20대 제외 모든 연령층서 “잘하고 있다” 50% 넘어 [6·3 지방선거 부산 여론조사] 이재명 대통령의 직무수행에 대한 평가에서는 응답자의 57.2%가 ‘잘하고 있다’며 긍정적으로 평가했다. 이 가운데 ‘매우 잘하고 있다’는 42.9%, ‘다소 잘하고 있다’는 14.3%로 나타났다. ‘잘 못한다’는 부n.news.naver.com"
,미상,전재수,48.0,전재수,48.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4972088&exception_mode=recommend&search_head=100&page=7,[부산광역시] 전재수 48 박형준 35 / 전재수 48 주진우 36,"본 여론조사는 〈부산일보〉 의뢰로 (주)에이스리서치가 지난 3~4일 부산 지역 만 18세 이상 1004명을 대상으로 실시했다. 통신 3사에서 제공 받은 무선 가상번호를 활용해 피조사자를 선정했고, 무선 자동응답(ARS) 방식으로 조사를 진행했다. 가중값 산출과 적용 방법은 지난 3월말 행정안전부 주민등록 인구통계 기준으로 셀가중을 부여했다. 표본오차는 95% 신뢰수준에 ±3.1%포인트(P)다. 응답률은 7.0%로 기타 자세한 내용은 중앙선거여론조사심의위 홈페이지를 참고하면 된다."
강원 원주시,비전코리아,민주,51.8,국힘,28.0,23.8,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4970795&exception_mode=recommend&search_head=100&page=7,비전코리아 : 강원 원주시 민주 51.8% 국힘 28%,여론조사개요는 첨부된 마지막 사진에서 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,에스티아이,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4970706&exception_mode=recommend&search_head=100&page=7,에스티아이 : 경기도지사 민주당 후보,"<오마이뉴스>가 여론조사기관 ㈜에스티아이에 의뢰해 지난 3~4일 이틀간 경기도 거주 만 18세 이상 남녀 1000명을 대상으로 실시한 조사 결과, 정당 지지도는 더불어민주당 53.7%, 국민의힘 27.8%, 조국혁신당 2.8%, 개혁신당 3.4%, 진보당 1.3%, 기타 정당 4.6%, 지지 정당 없음 5.7%, 잘 모름 0.6%로 집계됐다.이 가운데 민주당 경선 일반 국민 여론조사가 민주당 지지층과 무당층을 대상으로 진행된다는 점을 고려해, 이번 조사 역시 해당 층을 별도로 추려 민주당 후보 지지도를 물었다. 그 결과 추미애 후보가 41.5%로 가장 높았고, 김동연 후보 30.4%, 한준호 후보 20.6% 순으로 나타났다. '없음'은 5.7%, '잘 모름'은 1.9%였다.결선 가정하면 추미애 우세… '김동연-한준호' 구도에선 접전(중략)민주당 경선과 별도로, 국민의힘 지지층과 무당층을 대상으로 국민의힘 경기도지사 후보 적합도를 물은 결과에서는 김문수 후보가 56.2%로 가장 높았다. 이어 양향자 15.4%, 함진규 4.8% 순이었다. 기타는 13.6%, 없음은 8.3%, 잘 모름은 1.7%였다.이번 조사는 구조화된 설문지를 이용한 전화자동응답(ARS) 방식으로 진행됐으며, 휴대전화 가상번호 100%를 사용했다. 응답률은 6.5%다. 2026년 3월 말 행정안전부 주민등록 인구통계를 기준으로 성별·연령별·권역별 가중값(셀가중)을 부여했으며, 표본오차는 95% 신뢰수준에서 ±3.1%포인트다. 자세한 내용은 중앙선거여론조사심의위원회 누리집을 참조하면 된다."
,데일리안-KIR,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4969241&exception_mode=recommend&search_head=100&page=7,데일리안-KIR : 경기 안산갑,조사개요는 첨부된 사진에서 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참고
민주당 지지층,미상,김동연,36.3,추미애,33.8,2.5,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4969144&exception_mode=recommend&search_head=100&page=7,"민주당 지지층, 김동연 36.3 추미애 33.8","지지 정당 별로는 더불어민주당 지지층에서 김동연 36.3%, 추미애 33.8%를 오차범위 내에서 앞섰다. 한준호는 18.5%였다. 지난 3월 16~17일 조사에서는 더불어민주당 지지층에서 김 지사가 32.7%, 추 위원장이 33.6%로 나타났는데, 이번 조사에서 오차범위 이내이지만 근소한 차이로 역전 현상이 벌어진 점이 주목된다.https://n.news.naver.com/mnews/article/002/0002435481?sid=100조사 개요모집단 : 경기도 거주 18세 이상 남녀표본크기 : 1000명표본오차 : ±3.1%포인트 (95% 신뢰수준)표집방법 : 2026년 3월 말 주민등록인구현황에 따라성별, 연령별, 지역별 비례할당 후 무작위추출조사방법 : 전화면접(CATI) 휴대전화 가상번호응답률 : 10.0%조사기간 : 2026년 4월 2~3일 (2일간)조사기관 : (주)조원씨앤아이 / (주)리서치앤리서치"
부산시장,이너텍,전재수,51.3,박형준,36.4,14.9,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4969111&exception_mode=recommend&search_head=100&page=7,이너텍 : 부산시장 전재수 51.3% vs 박형준 36.4%,"아이뉴스24 의뢰로 (주)이너텍시스템즈가 지난 2일과 3일 양일간 실시한 여론조사에 따르면 부산시장 다자대결에서 전 의원은 41.7%의 지지율을 얻으면서 단독 선두로 나섰다.현역인 박형준 부산시장(국민의힘)은 20.1%로 2위를 차지했다. 이어 주진우 국민의힘 국회의원(19.5%), 이재성 전 더불어민주당 부산시당위원장(6.6%) 순으로 나타났다.아직 후보를 결정하지 못한 기타인물(3.3%), 적합인물 없음(4.5%), 잘모름(4.2%) 등 유보층도 12%에 육박하는 것으로 나타났다.전 의원은 야당 후보와의 일대 일 가상대결에서도 우세함을 보였다. 박형준 부산시장과의 양자대결에선 전 의원(51.3%)이 박 시장(36.4%)을 14.9%p 차이로 따돌렸다.전 의원과 주진우 국민의힘 후보의 양자대결에서 전 의원은 51.0%로, 주 의원(35.7%)에 비해 15.3%p 앞섰다.각 당의 후보 적합도 조사에서는 더불어민주당에선 전재수 의원이 48.8%로, 이재성 전 시당위원장(12.6%)을 36.2%p 차이로 앞섰다.반면 국민의힘에서는 박형준 부산시장과 주진우 국회의원이 각각 28.7%, 24.8%로 3.9%차이의 박빙으로 나타났다.특히 기타인물(11.1%), 적합인물 없음(26.5%), 잘모름(9.0%)로 유동층이 46.6%에 달해 경선 막판까지 치열한 표심 쟁탈전이 벌어질 것으로 보인다.(중략)실제 이번 조사에서 박형준 시장의 시정에 대한 평가에 대해 40.6%의 응답자가 부정적(잘못하는 편 17.8%, 매우 잘못함 22.8%)으로 인식하는 것으로 조사됐다.반면 긍정적(매우잘함 14.3%, 잘하는 편 16.5%)인 응답은 30.8%에 불과했다. 이 외에 보통이다가 22.6%, 잘모름이 6.0%로 집계됐다.정당지지도에서는 더불어민주당이 45.6%로 1위를 차지했고, 뒤이어 국민의힘 38.8%, 조국혁신당 1.5%, 개혁신당 1.4%, 진보당 1.4%로 집계됐다.또 유동층으로 분류되는 지지정당 없음과 기타정당, 잘모름 응답은 각각 8.7%, 1.8%, 0.9%로 조사됐다.이번 조사는 부산에 거주하는 만 18세 이상 성인 남녀 1005명을 대상으로 ARS 여론조사시스템을 이용한 전화조사 방식(무선 가상번호 100%)으로 진행됐다. 표본오차는 95% 신뢰수준에서 ±3.1%포인트이며, 응답률은 6.7%로 나타났다. 자세한 사항은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다.https://n.news.naver.com/mnews/article/031/0001019645?sid=102 [부산시장 여론조사] 전재수 41.7%…2위 박형준과 '더블스코어'6·3 지방선거의 최대 승부처로 꼽히는 부산시장 선거 여론조사에서 전재수 더불어민주당 국회의원이 오차범위 밖으로 1위를 기록한 것으로 나타났다. 아이뉴스24 의뢰로 (주)이너텍시스템즈가 지난 2일과 3일 양일간 실시n.news.naver.com"
대전 중구,데일리리서치,민주,56.4,국힘,27.8,28.6,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4966394&exception_mode=recommend&search_head=100&page=7,데일리리서치 : 대전 중구 민주 56.4% 국힘 27.8%,"특히 민주당 지지층으로 한정할 경우 김제선 청장에 대한 적합도는 41.6%까지 상승하며 현직 프리미엄과 당내 결집력을 과시했다. 국민의힘 지지층에서도 김경훈(25.7%), 김연수(22.9%), 이동한(22.0%) 후보가 오차범위 내에서 1위 자리를 두고 다투고 있다. 이번 조사는 뉴스티앤티 의뢰로 (주)데일리리서치가 3월 27일부터 28일까지 이틀간 대전광역시 중구에 거주하는 만 18세 이상 남녀 502명을 대상으로 실시했다. 조사방법은 통신사 제공 휴대전화 가상번호(100%)를 이용한 ARS 전화조사 방식으로 진행했으며, 가중값은 2026년 2월 말 행정안전부 주민등록 인구통계 기준 성별, 연령별, 지역별 가중치를 부여(셀가중)했다. 응답률은 6.9%, 표본오차는 95% 신뢰수준에 ±4.4%p다. 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다. - dc official App"
,한국갤럽,이재명,67.0,민주,48.0,19.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4966165&exception_mode=recommend&search_head=100&page=7,한국갤럽 : 이재명 67% 민주 48% 국힘 18%,"조사 개요 - 조사기간: 2026년 3월 31일~4월 2일 - 표본추출: 이동통신 3사 제공 무선전화 가상번호 무작위 추출 - 응답방식: 전화조사원 인터뷰(CATI) - 조사대상: 전국 만 18세 이상 1,001명 - 표본오차: ±3.1%포인트(95% 신뢰수준) – 주요 지표 표준오차·신뢰구간·상대표준오차 제시 - 접촉률: 43.0%(전체 투입 유효 번호 대비 통화 연결) - 응답률: 12.3%(총통화 8,155명 중 1,001명 응답 완료) - 의뢰처: 한국갤럽 자체 조사 이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참고 - dc official App"
,여조꽃,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4965999&exception_mode=recommend&search_head=100&page=7,여조꽃 : 서울,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
,한길,추,41.4,김,28.0,13.4,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4965518&exception_mode=recommend&search_head=100&page=7,한길: 추41.4%·김28.0%·한21.6%,"이번 조사는 인천일보가 ㈜한길리서치에 의뢰해 3월 30일부터 4월 1일까지 3일간 경기도에 거주하는 만 18세 이상 남녀 1003명을 대상으로 진행했다. 무선전화 가상번호를 통한 자동응답(ARS) 방식 100%이며, 응답률은 5.2%다. 2026년 2월 말 행정안전부 주민등록 인구 기준으로 성별·연령별·지역별 가중값을 부여했다. 표본오차는 95% 신뢰수준에서 ±3.1%p다. 자세한 내용은 중앙선거여론조사심의위원회 누리집 참조.출처 : 인천일보(https://www.incheonilbo.com)치열하구만"
,미상,-,0.0,-,0.0,0.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4965445&exception_mode=recommend&search_head=100&page=7,ㅋㅋ,너네가 도대체 누군데
전북 군산·김제·부안갑,코리아리서치,김의겸,48.0,조국,28.0,20.0,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4965321&exception_mode=recommend&search_head=100&page=7,코리아리서치 : 전북 군산·김제·부안갑 김의겸 48% 조국 28%,여론조사개요는 첨부된 마지막 사진 확인바람이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참조
서울,윈지,민주,50.1,국힘,25.4,24.7,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4964745&exception_mode=recommend&search_head=100&page=7,윈지 : 서울 민주 50.1% 국힘 25.4%,"조사의뢰자 : 조사기관 자체(윈지코리아컨설팅)선거여론조사기관 : 윈지코리아컨설팅조사지역 : 서울특별시조사일시 : 2026년 03월 31일(화) ~ 04월 01일(수)조사대상 : 서울특별시 거주 만 18세 이상 남녀조사방법 : 구조화된 설문지를 이용한 ARS 전화 조사 (무선 100%)표본 크기 : 1,001명피조사자 선정 방법 : 휴대전화 가상번호(SKT 15,000개, KT 9,000개, LGU+ 5,996개)로부터 무작위 추출, 통신사로부터 제공 받아 사용​응답률 : 5.4% (접촉률 62.8%)표본오차 : 95% 신뢰수준에서 ±3.1%p질문내용 : 제9회 전국동시지방선거 서울특별시 선거 관련 질문자세한 결과는 중앙선거여론조사심의위원회 홈페이지에서도 확인하실 수 있습니다"
,리서치뷰,이재명,60.9,민주,48.8,12.1,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4963789&exception_mode=recommend&search_head=100&page=7,리서치뷰 : 이재명 60.9% 민주 48.8% 국힘 27.4%,"■ 조사개요 O 이 조사는 여론조사전문기관 <리서치뷰(대표 : 안일원)>가 3월 30일부터 31일까지 이틀간 전국 만 18세 이상 휴대전화 가입자 1,000명(RDD 휴대전화 : 100%)을 대상으로 ARS 자동응답시스템으로 진행했다. O 통계보정은 2025년 12월말 현재 주민등록인구통계에 따라 성‧연령‧지역별 가중치를 부여했고(림가중), 표본오차는 95% 신뢰수준에 ±3.1%p, 응답률은 3.6%다. 자세한 내용은 <리서치뷰> 블로그와 <중앙선거여론조사심의위원회> 홈페이지에서 확인할 수 있다. - dc official App"
,KIR,이재명,61.3,민주,48.6,12.7,https://gall.dcinside.com/mgallery/board/view/?id=minjudang&no=4963661&exception_mode=recommend&search_head=100&page=7,KIR : 이재명 61.3% 민주 48.6% 국힘 29.3%,조사개요는 첨부된 그래픽에 적혀있음 이상 자세한 사항은 중앙선거여론조사심의위원회 홈페이지 참고 - dc official App
